_id,school,shirt,demographic,first,year,age,gender,major,conduct,status,going,checked,door,dietary,probable,created
{'$oid': '599b466b3736d3f35199dcb1'},Kent State,M,True,False,Senior,23.0,Male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2017-08-21T20:45:31.085Z'}
{'$oid': '599b50a33736d3f35199dcb6'},Kent State University,M,True,False,Junior,19.0,Male,Computer Science,True,pending,False,False,False,[''],False,{'$date': '2017-08-21T21:29:07.585Z'}
{'$oid': '599b596b3736d3f35199dcba'},Case Western Reserve University,M,True,False,Junior,20.0,Male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2017-08-21T22:06:35.353Z'}
{'$oid': '599b5ca63736d3f35199dcbe'},Case Western Reserve University,L,True,False,Sophomore,19.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-08-21T22:20:22.992Z'}
{'$oid': '599bb71e3736d3f35199dcc3'},Purdue University,M,True,True,Freshman,18.0,Male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2017-08-22T04:46:22.833Z'}
{'$oid': '599bc8883736d3f35199dcc7'},University of Colorado at Boulder,M,True,False,Junior,19.0,Female,Computer Science,True,approved,True,False,False,['Vegan'],False,{'$date': '2017-08-22T06:00:40.790Z'}
{'$oid': '599c54863736d3f35199dccb'},Fox Chapel Area High School,M,True,False,High Schooler,17.0,Male,Computer Science,True,approved,True,False,False,[],False,{'$date': '2017-08-22T15:57:58.753Z'}
{'$oid': '599c59523736d3f35199dccf'},Fox Chapel Area High School,M,True,False,High Schooler,17.0,Male,Computer Science Intended,True,approved,False,False,False,[],False,{'$date': '2017-08-22T16:18:26.065Z'}
{'$oid': '599c927e3736d3f35199dcd3'},University of Toledo,S,True,False,Junior,21.0,Female,Computer Science and Engineering Technology,True,approved,False,False,False,['Gluten Free'],True,{'$date': '2017-08-22T20:22:22.869Z'}
{'$oid': '599c9cbe3736d3f35199dcd7'},Case Western Reserve University,M,True,False,Junior,20.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-08-22T21:06:06.365Z'}
{'$oid': '599cacd53736d3f35199dcd9'},Youngstown State University,L,True,False,Sophomore,18.0,Male,Computer Science,True,approved,False,False,False,[],True,{'$date': '2017-08-22T22:14:45.037Z'}
{'$oid': '599caf0f3736d3f35199dcdd'},Harold M. Brathwaite,L,True,True,High Schooler,16.0,Male,Computer Science,True,approved,True,False,False,[],False,{'$date': '2017-08-22T22:24:15.805Z'}
{'$oid': '599cd16e3736d3f35199dce1'},Stony Brook University,S,True,False,Senior,23.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-08-23T00:50:54.646Z'}
{'$oid': '599cd3133736d3f35199dce5'},Purdue University,M,True,True,Sophomore,19.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-08-23T00:57:55.721Z'}
{'$oid': '599cedc43736d3f35199dce9'},UT at Austin,M,True,True,Sophomore,19.0,Male,Computer Science,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2017-08-23T02:51:48.870Z'}
{'$oid': '599cfd233736d3f35199dced'},Case Western Reserve University,M,True,False,Junior,20.0,Male,Computer Science,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2017-08-23T03:57:23.835Z'}
{'$oid': '599db8c93736d3f35199dcfe'},Purdue University,M,True,True,Freshman,18.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-08-23T17:18:01.971Z'}
{'$oid': '599df9123736d3f35199dd04'},Purdue University,M,True,False,Junior,20.0,Prefer Not To Say,Computer and Information Technology,True,approved,False,False,False,[''],False,{'$date': '2017-08-23T21:52:18.111Z'}
{'$oid': '599e113d3736d3f35199dd0a'},Kent State University,L,True,False,Sophomore,19.0,Male,Computer Science,True,approved,True,True,False,[],False,{'$date': '2017-08-23T23:35:25.102Z'}
{'$oid': '599e6b54c740026a5ca07714'},Ryerson University,L,True,True,Junior,19.0,Female,Electrical Engineering,True,approved,False,False,False,['Other'],False,{'$date': '2017-08-24T05:59:48.260Z'}
{'$oid': '599edae0c740026a5ca07718'},University of Akron,S,True,True,Other,30.0,Male,Electrical Engineering,True,approved,False,False,False,[''],False,{'$date': '2017-08-24T13:55:44.105Z'}
{'$oid': '599ee3b8c740026a5ca0771c'},University of Arizona,L,True,False,Graduate Student,30.0,Other,Electrical Engineering,True,approved,False,False,False,"['Vegan,Vegetarian']",False,{'$date': '2017-08-24T14:33:28.476Z'}
{'$oid': '599f247ac740026a5ca07722'},Purdue University,S,True,False,Sophomore,19.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-08-24T19:09:46.555Z'}
{'$oid': '599f3866c740026a5ca07726'},University of Louisville,XXL,True,False,Graduate Student,21.0,Male,Computer Engineering/Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-08-24T20:34:46.109Z'}
{'$oid': '599f680ec740026a5ca0772a'},The Ohio State University,M,True,True,Sophomore,19.0,Male,Computer Science and Engineering,True,approved,False,False,False,[],False,{'$date': '2017-08-24T23:58:06.611Z'}
{'$oid': '599f7406c740026a5ca0772e'},William Mason High School,M,True,False,Junior,15.0,Female,Student,True,approved,False,False,False,[''],False,{'$date': '2017-08-25T00:49:10.595Z'}
{'$oid': '599f8d61c740026a5ca07734'},Ohio State,XL,True,False,Senior,25.0,Male,Computer Science & Engineering,True,approved,False,False,False,[''],False,{'$date': '2017-08-25T02:37:21.375Z'}
{'$oid': '59a04093c740026a5ca0773a'},Garfield/Kenmore,XXL,True,False,High Schooler,16.0,Male,IT,True,approved,True,False,False,['Vegetarian'],True,{'$date': '2017-08-25T15:21:55.599Z'}
{'$oid': '59a04512c740026a5ca0773e'},University of North Carolina at Charlotte,S,True,False,Other,28.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-08-25T15:41:06.467Z'}
{'$oid': '59a093c0c740026a5ca07742'},Youngstown State University,L,True,False,Junior,30.0,Male,Computer Science,True,approved,True,True,False,['Vegan'],True,{'$date': '2017-08-25T21:16:48.103Z'}
{'$oid': '59a0a86a3ecbcff829d4ed37'},University of Washington,L,True,False,Senior,27.0,male,Computer Engineering,True,approved,False,False,False,['Other'],False,{'$date': '2017-08-25T22:44:58.859Z'}
{'$oid': '59a0b3fe3ecbcff829d4ed3b'},UToledo,L,True,False,Freshman,18.0,Male,Computer science and engineering tech,True,approved,True,True,False,[],False,{'$date': '2017-08-25T23:34:22.034Z'}
{'$oid': '59a106623ecbcff829d4ed3f'},Case Western Reserve University,M,True,True,Junior,20.0,Male,Math and Physics,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2017-08-26T05:25:54.358Z'}
{'$oid': '59a1951e3ecbcff829d4ed43'},University of Fondue,S,True,True,Graduate Student,23.0,Chair,Fondue,True,approved,False,False,False,"['Other,Kosher,Vegetarian,Vegan,Gluten Free']",False,{'$date': '2017-08-26T15:34:54.924Z'}
{'$oid': '59a207ea3ecbcff829d4ed51'},Pace University,M,True,False,Sophomore,18.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-08-26T23:44:42.246Z'}
{'$oid': '59a2d0b02480391568eb56bd'},University of South Florida,M,True,False,Other,22.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-08-27T14:01:20.561Z'}
{'$oid': '59a30f462480391568eb56c1'},Cornell University,M,True,False,Sophomore,19.0,Prefer Not To Say,Math and CS,True,approved,False,False,False,[],False,{'$date': '2017-08-27T18:28:22.288Z'}
{'$oid': '59a31ed92480391568eb56c5'},We Can Code It,XL,True,True,Other,31.0,Male,Software Development,True,approved,True,True,False,[],True,{'$date': '2017-08-27T19:34:49.352Z'}
{'$oid': '59a33f472480391568eb56c9'},Purdue University,M,True,True,Freshman,17.0,Female,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-08-27T21:53:11.795Z'}
{'$oid': '59a4303461a6b9c911e61fc1'},Purdue University,M,True,False,Junior,20.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-08-28T15:01:08.092Z'}
{'$oid': '59a4706561a6b9c911e61fc5'},University of Illinois Urbana Champaign,S,True,False,Junior,20.0,Male,Computer Engineering,True,approved,True,False,False,['Other'],False,{'$date': '2017-08-28T19:35:01.985Z'}
{'$oid': '59a4819761a6b9c911e61fc9'},Kent State University,L,True,False,Senior,24.0,Male,Computer Information Systems,True,approved,False,True,False,[''],False,{'$date': '2017-08-28T20:48:23.401Z'}
{'$oid': '59a4888761a6b9c911e61fce'},University of Pittsburgh,M,True,True,Freshman,18.0,Male,Computer Science,True,approved,True,True,False,[],False,{'$date': '2017-08-28T21:17:59.910Z'}
{'$oid': '59a4a31261a6b9c911e61fd2'},Kent state university ,L,True,True,Graduate Student,25.0,Male,Technology,True,approved,False,False,False,['Vegan'],False,{'$date': '2017-08-28T23:11:14.068Z'}
{'$oid': '59a4c74e61a6b9c911e61fd8'},Kent State University,M,True,True,Freshman,18.0,Other,Computer science,True,approved,False,True,False,[],True,{'$date': '2017-08-29T01:45:50.547Z'}
{'$oid': '59a4f78961a6b9c911e61fde'},"University of California, Los Angeles",S,True,True,Freshman,18.0,Female,Business Economics,True,approved,False,False,False,[''],False,{'$date': '2017-08-29T05:11:37.988Z'}
{'$oid': '59a5f82a61a6b9c911e61ff0'},Kent State University,M,True,True,Sophomore,18.0,Male,Computer Science,True,approved,True,True,False,[],True,{'$date': '2017-08-29T23:26:34.567Z'}
{'$oid': '59a5f8b561a6b9c911e61ff2'},Kent State University,S,True,False,Sophomore,19.0,Female,Digital Sciences,True,approved,True,True,False,[],True,{'$date': '2017-08-29T23:28:53.263Z'}
{'$oid': '59a5f8c161a6b9c911e61ff4'},Kent State,M,True,True,Sophomore,20.0,Male,EDUCATION,True,approved,False,True,False,[''],False,{'$date': '2017-08-29T23:29:05.806Z'}
{'$oid': '59a5f8e061a6b9c911e61ff6'},Kent state university,M,True,True,Sophomore,19.0,Female,Animation and Game Design,True,approved,True,True,False,[],True,{'$date': '2017-08-29T23:29:36.999Z'}
{'$oid': '59a5f9a561a6b9c911e61ffa'},Kent State University,M,True,True,Junior,19.0,Female,Computer Abimation and Game Design,True,approved,False,False,False,[''],False,{'$date': '2017-08-29T23:32:53.118Z'}
{'$oid': '59a5fa1d61a6b9c911e61ffc'},Kent State University,XXL,True,False,Senior,20.0,Male,Computer Science,True,approved,True,True,False,[],False,{'$date': '2017-08-29T23:34:53.980Z'}
{'$oid': '59a5fa3161a6b9c911e61ffe'},Kent State University,S,True,False,Senior,20.0,Male,Computer Science,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2017-08-29T23:35:13.983Z'}
{'$oid': '59a60f1661a6b9c911e62004'},University of Waterloo,M,True,False,Freshman,18.0,Male,Electrical Engineering,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2017-08-30T01:04:22.226Z'}
{'$oid': '59a622f561a6b9c911e6200a'},Michigan State University,XXL,True,False,Senior,21.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-08-30T02:29:09.829Z'}
{'$oid': '59a6236761a6b9c911e6200c'},Michigan State University,L,True,False,Senior,21.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-08-30T02:31:03.753Z'}
{'$oid': '59a6dba561a6b9c911e62010'},Case Western Reserve University,L,True,False,Junior,21.0,Male,Computer Science,True,approved,True,True,False,[],True,{'$date': '2017-08-30T15:37:09.795Z'}
{'$oid': '59a6f524ae95449c5ccb1a64'},Kent State University,XXL,True,True,Freshman,18.0,Male,Digital Science,True,approved,True,True,False,[],True,{'$date': '2017-08-30T17:25:56.547Z'}
{'$oid': '59a70c9aae95449c5ccb1a69'},University of Pittsburgh,M,True,False,Senior,20.0,Male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2017-08-30T19:06:02.394Z'}
{'$oid': '59a7627375d9c230634640bc'},Fox Chapel Area High School,M,True,False,High Schooler,17.0,Male,Mathematics,True,approved,False,False,False,[''],False,{'$date': '2017-08-31T01:12:19.938Z'}
{'$oid': '59a7681875d9c230634640c0'},The University of South Florida,M,True,False,Senior,25.0,Male,Computer Science,True,approved,False,False,False,['Other'],False,{'$date': '2017-08-31T01:36:24.333Z'}
{'$oid': '59a7692c75d9c230634640c4'},Ohio State University,M,True,False,Senior,22.0,Male,Computer Science & Engineering,True,approved,False,False,False,[''],False,{'$date': '2017-08-31T01:41:00.111Z'}
{'$oid': '59a778ca75d9c230634640c8'},Adlai E. Stevenson High School,M,True,False,High Schooler,17.0,Male,Economics,True,approved,True,False,False,[],False,{'$date': '2017-08-31T02:47:38.212Z'}
{'$oid': '59a77a8675d9c230634640cc'},Adlai E. Stevenson High School,M,True,False,Senior,17.0,Male,,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2017-08-31T02:55:02.022Z'}
{'$oid': '59a7884775d9c230634640d0'},University of Florida,XL,True,False,Graduate Student,23.0,Male,Computer and Information Science,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2017-08-31T03:53:43.351Z'}
{'$oid': '59a79f9f75d9c230634640d4'},University of Central Florida,M,True,False,Senior,24.0,Male,Computer Engineering,True,approved,False,False,False,[''],False,{'$date': '2017-08-31T05:33:19.474Z'}
{'$oid': '59a8158575d9c230634640dc'},Indiana University,S,True,False,Junior,27.0,Male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2017-08-31T13:56:21.720Z'}
{'$oid': '59a8506d61faa65e761e2c25'},Kent State University,M,True,True,Freshman,19.0,Male,Computer Science,True,approved,False,False,False,[],True,{'$date': '2017-08-31T18:07:41.138Z'}
{'$oid': '59a8726061faa65e761e2c2b'},Avila ,XL,True,True,Junior,25.0,Male,CS,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2017-08-31T20:32:32.478Z'}
{'$oid': '59a8b21f61faa65e761e2c34'},Purdue,XL,True,False,Junior,22.0,Male,Computer Science,True,approved,True,False,False,['Vegetarian'],False,{'$date': '2017-09-01T01:04:31.959Z'}
{'$oid': '59a8b27661faa65e761e2c36'},Purdue University,XL,True,False,Junior,19.0,F,CS,True,approved,False,False,False,['Gluten Free'],False,{'$date': '2017-09-01T01:05:58.018Z'}
{'$oid': '59a8b29661faa65e761e2c38'},purdue university,M,True,True,Senior,21.0,Female,computer science,True,approved,True,False,False,[],False,{'$date': '2017-09-01T01:06:30.526Z'}
{'$oid': '59a96c9161faa65e761e2c3c'},The University Of Akron,M,True,False,Junior,20.0,Male,Computer Science,True,approved,True,True,False,['Other'],True,{'$date': '2017-09-01T14:20:01.212Z'}
{'$oid': '59a9815361faa65e761e2c40'}, The Ohio State University,M,True,False,Junior,20.0,Male,Computer Science and Engineering (CSE),True,approved,False,False,False,[''],False,{'$date': '2017-09-01T15:48:35.223Z'}
{'$oid': '59a984dc61faa65e761e2c44'},Technische Universität Berlin,L,True,True,Junior,22.0,Male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2017-09-01T16:03:40.087Z'}
{'$oid': '59a99e5261faa65e761e2c48'},osu,M,True,False,Junior,22.0,Male,cse,True,approved,False,False,False,[''],False,{'$date': '2017-09-01T17:52:18.520Z'}
{'$oid': '59a9f35161faa65e761e2c4f'},Ohio State,S,True,False,Senior,22.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-09-01T23:54:57.925Z'}
{'$oid': '59a9f38461faa65e761e2c51'},The University of Florida,S,True,False,Graduate Student,25.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-09-01T23:55:48.727Z'}
{'$oid': '59a9f59961faa65e761e2c55'},University of Florida,M,True,False,Graduate Student,23.0,Male,Comptuer Science,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2017-09-02T00:04:41.531Z'}
{'$oid': '59aaf14061faa65e761e2c59'},Purdue University,M,True,False,Sophomore,19.0,Male,Computer Science,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2017-09-02T17:58:24.067Z'}
{'$oid': '59ab33cd61faa65e761e2c61'},Kent State University,M,True,False,Junior,20.0,Male,Computer Science,True,approved,True,True,False,[],True,{'$date': '2017-09-02T22:42:21.174Z'}
{'$oid': '59ab419e61faa65e761e2c67'},MxMaster University,S,True,False,Senior,21.0,Female,Bachelor of Health Sciences,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2017-09-02T23:41:18.481Z'}
{'$oid': '59ab442261faa65e761e2c6b'},Sir Winston Churchill,L,True,False,High Schooler,16.0,Male,,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2017-09-02T23:52:02.607Z'}
{'$oid': '59ab8ca1ad9774185f002d3c'},Adlai E Stevenson,L,True,False,High Schooler,16.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-09-03T05:01:21.309Z'}
{'$oid': '59ac0bd7ad9774185f002d41'},Université de Montreal,S,True,False,Junior,22.0,Male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2017-09-03T14:04:07.086Z'}
{'$oid': '59ac2aed88c6bbcb6d98865d'},DREXEL UNIVERSITY,M,True,False,Sophomore,20.0,Male,COMPUTER ENGINEERING,True,approved,False,False,False,[''],False,{'$date': '2017-09-03T16:16:45.549Z'}
{'$oid': '59ac385488c6bbcb6d988663'},Purdue University,S,True,True,Senior,19.0,female,Computer Science,True,approved,False,False,False,['Other'],False,{'$date': '2017-09-03T17:13:56.896Z'}
{'$oid': '59ac39db88c6bbcb6d988665'},Kent State University,M,True,False,Junior,19.0,Male,Computer Science,True,pending,False,False,False,[],False,{'$date': '2017-09-03T17:20:27.363Z'}
{'$oid': '59ac52c188c6bbcb6d98866b'}, Queen's University,S,True,False,Senior,20.0,Female,Biomedical Computing,True,approved,False,False,False,"['Gluten Free,Other']",False,{'$date': '2017-09-03T19:06:41.426Z'}
{'$oid': '59ac5ff8e0e86381735f3750'},University of Waterloo,M,True,False,Junior,20.0,Male,Computer Science,True,approved,False,False,False,['Other'],False,{'$date': '2017-09-03T20:03:04.776Z'}
{'$oid': '59ac8f2191bbffe374d4c3ec'},Kent State University,M,True,False,Junior,20.0,Male,Computer Science,True,approved,True,True,False,['Vegetarian'],False,{'$date': '2017-09-03T23:24:17.599Z'}
{'$oid': '59ac934591bbffe374d4c3ee'},University of South Florida,XXL,True,False,Graduate Student,28.0,Male,Management Information Systems,True,approved,False,False,False,['Other'],False,{'$date': '2017-09-03T23:41:57.777Z'}
{'$oid': '59ac9ba591bbffe374d4c3f3'},The University of Texas at Austin,M,True,False,Sophomore,19.0,Male,Electrical Engineering,True,approved,True,True,False,[],False,{'$date': '2017-09-04T00:17:41.991Z'}
{'$oid': '59acbeb191bbffe374d4c3f7'},Brown University,S,True,False,Sophomore,19.0,Female,Computer Science,True,approved,False,False,False,[],False,{'$date': '2017-09-04T02:47:13.734Z'}
{'$oid': '59ad7c5e91bbffe374d4c3fb'},University of Central Florida,L,True,False,Senior,23.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-09-04T16:16:30.387Z'}
{'$oid': '59ad97ac91bbffe374d4c3ff'},Kent State University,M,True,True,Junior,28.0,Male,Psychology/Computer Science,True,approved,True,True,False,[],True,{'$date': '2017-09-04T18:13:00.174Z'}
{'$oid': '59add93191bbffe374d4c403'},Malone University,L,True,True,Other,22.0,Male,"Creative Writing, Psychology",True,approved,True,True,False,[],False,{'$date': '2017-09-04T22:52:33.636Z'}
{'$oid': '59aea4c991bbffe374d4c40d'},Kent State University,XXL,True,False,Senior,22.0,Male,Computer Science,True,approved,True,False,False,[],True,{'$date': '2017-09-05T13:21:13.907Z'}
{'$oid': '59aebd1a91bbffe374d4c411'},Miami University,S,True,False,Junior,20.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-09-05T15:04:58.032Z'}
{'$oid': '59aee5d391bbffe374d4c415'},Penn State University,L,True,False,Sophomore,19.0,Male,Computer Science,True,approved,True,True,False,[],False,{'$date': '2017-09-05T17:58:43.493Z'}
{'$oid': '59aeea7b91bbffe374d4c419'},Marquette,XL,True,False,Sophomore,19.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-09-05T18:18:35.257Z'}
{'$oid': '59af18eb91bbffe374d4c41f'},Kent State University,XL,True,True,Senior,28.0,Male,Computer Science,True,approved,True,True,False,[],False,{'$date': '2017-09-05T21:36:43.550Z'}
{'$oid': '59af328591bbffe374d4c42f'},Kent State University,L,True,False,Senior,21.0,Male,Computer Science,True,approved,True,True,False,[],False,{'$date': '2017-09-05T23:25:57.540Z'}
{'$oid': '59af33bf91bbffe374d4c433'},Kent State University,XXL,True,True,Freshman,19.0,Male,Undecided,True,approved,False,False,False,[''],False,{'$date': '2017-09-05T23:31:11.592Z'}
{'$oid': '59af33f991bbffe374d4c435'},Kent State,XL,True,True,Sophomore,20.0,Male,Computer Science,True,approved,False,True,False,[''],False,{'$date': '2017-09-05T23:32:09.396Z'}
{'$oid': '59af342791bbffe374d4c437'},kent state university,S,True,True,Freshman,18.0,male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-09-05T23:32:55.775Z'}
{'$oid': '59af344191bbffe374d4c439'},Kent State University,M,True,True,Freshman,18.0,Male,Computer Science,True,approved,True,True,False,['Other'],True,{'$date': '2017-09-05T23:33:21.395Z'}
{'$oid': '59af348b91bbffe374d4c43b'},Kent State University,M,True,True,Freshman,18.0,Male,Computer Science,True,approved,True,False,False,[],True,{'$date': '2017-09-05T23:34:35.441Z'}
{'$oid': '59af569fea2eb48540228925'},Kent State,S,True,True,Junior,20.0,Female,Digital Science,True,approved,True,True,False,[],True,{'$date': '2017-09-06T01:59:59.385Z'}
{'$oid': '59af5799ea2eb48540228929'},Cornell Tech,XL,True,False,Graduate Student,21.0,Female,Computer Science,True,approved,True,True,False,['Vegetarian'],False,{'$date': '2017-09-06T02:04:09.265Z'}
{'$oid': '59af5ba0ea2eb4854022892f'},Kent State ,M,True,True,Senior,25.0,Male,Physics,True,approved,False,False,False,[''],False,{'$date': '2017-09-06T02:21:20.263Z'}
{'$oid': '59af5c3fea2eb48540228931'},University of Texas at Austin,S,True,True,Junior,20.0,Female,Biochemistry,True,approved,False,False,False,[''],False,{'$date': '2017-09-06T02:23:59.996Z'}
{'$oid': '59af72a07d68073c459839f8'},The University of Akron,M,True,False,Junior,20.0,Female,Computer Engineering,True,approved,True,True,False,[],False,{'$date': '2017-09-06T03:59:28.237Z'}
{'$oid': '59af75bd3c35ceb947e48061'},Kent State University ,L,True,True,Senior,22.0,Male,Computer Engineering Technology,True,approved,True,False,False,[],True,{'$date': '2017-09-06T04:12:45.580Z'}
{'$oid': '59b03e9d3c35ceb947e4807e'},Youngstown State University,L,True,True,Sophomore,19.0,Male,Computer Science/Applied Mathematics,True,approved,False,False,False,[''],False,{'$date': '2017-09-06T18:29:49.632Z'}
{'$oid': '59b0464d3c35ceb947e48082'},Youngstown State University,S,True,False,Senior,22.0,Male,Computer Information Systems,True,approved,True,True,False,[],True,{'$date': '2017-09-06T19:02:37.336Z'}
{'$oid': '59b059cdab1e600d5f8d473b'},The Ohio State University,XL,True,False,Sophomore,19.0,Male,Computer Science and Engineering,True,approved,True,True,False,[],False,{'$date': '2017-09-06T20:25:49.393Z'}
{'$oid': '59b064baab1e600d5f8d473f'},University of Akron,L,True,False,Junior,21.0,Male,Electrical Engineering,True,approved,True,True,False,[],True,{'$date': '2017-09-06T21:12:26.652Z'}
{'$oid': '59b067c3ab1e600d5f8d4743'},Kent State University,M,True,True,Sophomore,19.0,Male,Digital Science,True,approved,True,True,False,[],True,{'$date': '2017-09-06T21:25:23.718Z'}
{'$oid': '59b08951ab1e600d5f8d4749'},Purdue University,S,True,True,Sophomore,19.0,Female,Computer Science,True,approved,True,False,False,[],False,{'$date': '2017-09-06T23:48:33.386Z'}
{'$oid': '59b0d436ab1e600d5f8d4761'},Purdue University,M,True,False,Senior,22.0,Other,Interdisciplianry Engineering,True,approved,True,False,False,['Vegetarian'],False,{'$date': '2017-09-07T05:08:06.217Z'}
{'$oid': '59b1939aab1e600d5f8d4765'},kennesaw state university,L,True,False,Junior,20.0,Female,computer science,True,approved,False,False,False,['Kosher'],False,{'$date': '2017-09-07T18:44:42.762Z'}
{'$oid': '59b1a102ab1e600d5f8d4769'},Kent State University,L,True,False,Senior,21.0,Male,Computer Science,True,approved,False,True,False,[''],False,{'$date': '2017-09-07T19:41:54.191Z'}
{'$oid': '59b1e63f3a8bded973698b11'},University of Akron,L,True,False,Sophomore,20.0,Male,Computer Engineering,True,approved,True,False,False,[],True,{'$date': '2017-09-08T00:37:19.563Z'}
{'$oid': '59b29d5f3a8bded973698b17'},Purdue University,S,True,True,Freshman,18.0,Male,Computer Science,True,approved,True,False,False,[],False,{'$date': '2017-09-08T13:38:39.959Z'}
{'$oid': '59b2d3123a8bded973698b1b'},The Ohio State University,L,True,True,Senior,22.0,Male,Computer Science And Engineering,True,approved,False,False,False,['Kosher'],False,{'$date': '2017-09-08T17:27:46.015Z'}
{'$oid': '59b30fe33a8bded973698b1f'},Centre College,M,True,False,Senior,21.0,Female,Computer Science,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2017-09-08T21:47:15.029Z'}
{'$oid': '59b312e33a8bded973698b23'},Bowling Green State University,S,True,True,Graduate Student,24.0,Male,Computer Science,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2017-09-08T22:00:03.317Z'}
{'$oid': '59b35c813a8bded973698b27'},Bowling Green State University,M,True,True,Graduate Student,29.0,Male,Computer Science,True,approved,False,False,False,['Vegan'],False,{'$date': '2017-09-09T03:14:09.680Z'}
{'$oid': '59b4265a3a8bded973698b31'},Purdue University,M,True,False,Sophomore,19.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-09-09T17:35:22.524Z'}
{'$oid': '59b441283a8bded973698b35'},Kenmore-Garfield high school,S,True,True,High Schooler,17.0,Male,,True,approved,False,False,False,[''],False,{'$date': '2017-09-09T19:29:44.846Z'}
{'$oid': '59b4561c3a8bded973698b39'}, University of Toledo,M,True,False,Junior,22.0,Female,Information Technology,True,approved,True,True,False,['Vegetarian'],True,{'$date': '2017-09-09T20:59:08.773Z'}
{'$oid': '59b49ca9d458b0d1299281ae'},Perrysburg High School,M,True,False,High Schooler,15.0,Male,Planning on Computer Science/Programming,True,approved,True,True,False,[],False,{'$date': '2017-09-10T02:00:09.758Z'}
{'$oid': '59b49ce1d458b0d1299281b0'},Bedford Senior High School,XL,True,False,High Schooler,17.0,Male,,True,approved,True,True,False,[],False,{'$date': '2017-09-10T02:01:05.159Z'}
{'$oid': '59b4bf98d458b0d1299281b9'},"University of California, Los Angeles",S,True,False,Sophomore,19.0,Female,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-09-10T04:29:12.036Z'}
{'$oid': '59b4c6b6d458b0d1299281bd'},Purdue University,M,True,False,Freshman,17.0,Female,Computer Science,True,approved,False,False,False,[],False,{'$date': '2017-09-10T04:59:34.913Z'}
{'$oid': '59b582e0b01823d838e83ab3'},Youngstown State University,M,True,False,Sophomore,20.0,Male,Information Technology,True,approved,True,True,False,[],False,{'$date': '2017-09-10T18:22:24.832Z'}
{'$oid': '59b58c27b01823d838e83ab9'},Mason,S,True,False,High Schooler,16.0,Female,student,True,approved,False,False,False,['Other'],False,{'$date': '2017-09-10T19:01:59.214Z'}
{'$oid': '59b59b41b01823d838e83ac1'},Marquette Universityy,M,True,True,Sophomore,19.0,Male,Computer Science,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2017-09-10T20:06:25.951Z'}
{'$oid': '59b59ee3b01823d838e83ac5'},Kent State University,M,True,False,Graduate Student,33.0,Male,CS,True,approved,False,True,False,['Vegetarian'],False,{'$date': '2017-09-10T20:21:55.311Z'}
