_id,school,shirt,demographic,first,year,age,gender,major,conduct,status,going,checked,door,dietary,probable,created,travel
{'$oid': '57a924b66ab6e9b5544b352f'},University of California-Irvine,S,True,False,Sophomore,19.0,male,Biomedical Engineering,True,approved,True,False,False,['Vegan'],False,{'$date': '2016-08-09T00:32:54.075Z'},True
{'$oid': '57a927a56ab6e9b5544b3538'},Cornell University,M,True,False,Sophomore,18.0,male,Computer Science and Linguistics,True,approved,False,False,False,[],False,{'$date': '2016-08-09T00:45:25.848Z'},
{'$oid': '57a92c136ab6e9b5544b353d'},University of Illinois at Urbana-Champaign,M,True,False,Freshman,18.0,male,Computer Science + Linguistics,True,approved,False,False,False,[],False,{'$date': '2016-08-09T01:04:19.813Z'},True
{'$oid': '57a92fb311da27f155d85893'},University of Southern California,L,True,False,Graduate Student,22.0,male,Computer Science,True,approved,True,False,False,['Vegetarian'],False,{'$date': '2016-08-09T01:19:47.029Z'},True
{'$oid': '57a9335d11da27f155d85897'},Johns Hopkins University,S,True,False,Junior,20.0,female,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-09T01:35:25.230Z'},True
{'$oid': '57a938c011da27f155d8589b'},Queen's University,M,True,False,Junior,20.0,female,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-09T01:58:24.707Z'},True
{'$oid': '57a93df811da27f155d8589f'},CUNY Bernard M Baruch College,S,True,False,Junior,20.0,male,Finance,True,approved,True,False,False,[],False,{'$date': '2016-08-09T02:20:40.524Z'},True
{'$oid': '57a93fe711da27f155d858a3'},Ohio State University-Main Campus,M,True,False,Senior,21.0,male,Computer Science & Engineering,True,approved,False,False,False,[],True,{'$date': '2016-08-09T02:28:55.558Z'},
{'$oid': '57a9441111da27f155d858a7'},Yale University,M,True,False,Sophomore,19.0,male,Computing and the Arts,True,approved,False,False,False,[],False,{'$date': '2016-08-09T02:46:41.386Z'},True
{'$oid': '57a94796d7b6b5d4560203f0'},University of Illinois at Urbana-Champaign,M,True,False,Freshman,18.0,male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-09T03:01:42.654Z'},True
{'$oid': '57a95191d7b6b5d4560203f4'},Dublin Jerome High School,S,True,False,High School,15.0,male,a lot,True,approved,False,False,False,['Vegetarian'],True,{'$date': '2016-08-09T03:44:17.503Z'},
{'$oid': '57a953fed7b6b5d4560203f8'},Georgia Institute of Technology-Main Campus,L,True,False,Junior,32.0,male,Industrial Engineering,True,approved,True,False,False,[],False,{'$date': '2016-08-09T03:54:38.981Z'},True
{'$oid': '57a9552cd7b6b5d4560203fc'},Hofstra University,M,True,False,Freshman,19.0,male,Computer Science,True,approved,True,False,False,[],False,{'$date': '2016-08-09T03:59:40.788Z'},True
{'$oid': '57a95887d7b6b5d456020400'},Kent State University at Kent,XL,True,False,Senior,23.0,male,Computer Science,True,approved,True,True,False,"['Gluten Free,Vegetarian']",True,{'$date': '2016-08-09T04:13:59.353Z'},True
{'$oid': '57a95b497bb169fa57f2f176'},University of Oregon,L,True,False,Sophomore,19.0,male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-09T04:25:45.790Z'},True
{'$oid': '57a95cf27bb169fa57f2f178'},Purdue University-Main Campus,M,True,True,Sophomore,19.0,male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-09T04:32:50.291Z'},True
{'$oid': '57a95fe0b7d95f6e589e0839'},Vanderbilt University,M,True,False,Senior,22.0,male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-09T04:45:20.260Z'},True
{'$oid': '57a967acb7d95f6e589e083f'},Youngstown State University,L,True,False,Senior,31.0,other,Computer Information Systems,True,approved,False,False,False,[],True,{'$date': '2016-08-09T05:18:36.382Z'},True
{'$oid': '57a96973b7d95f6e589e0845'},University of Waterloo,S,True,False,Sophomore,21.0,male,Computer Engineering,True,approved,True,False,False,[],False,{'$date': '2016-08-09T05:26:11.980Z'},True
{'$oid': '57a969cfb7d95f6e589e0847'},University of California-Los Angeles,S,True,False,Sophomore,19.0,female,physics and math,True,approved,False,False,False,[],False,{'$date': '2016-08-09T05:27:43.027Z'},True
{'$oid': '57a96a85b7d95f6e589e084d'},Texas A & M University-College Station,S,True,False,Junior,20.0,other,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-09T05:30:45.728Z'},True
{'$oid': '57a96acbb7d95f6e589e084f'},University of Texas at Dallas,M,True,False,Junior,19.0,male,Computer Science and Neuroscience,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2016-08-09T05:31:55.242Z'},True
{'$oid': '57a97870d2589cb1597eb285'},Case Western Reserve University,L,True,False,Senior,21.0,male,Computer Science and Mechanical Engineering,True,approved,True,False,False,[],True,{'$date': '2016-08-09T06:30:08.936Z'},
{'$oid': '57a97e94d2589cb1597eb289'},The University of Texas at Dallas,S,True,False,Sophomore,18.0,male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-09T06:56:20.293Z'},True
{'$oid': '57a98374d2589cb1597eb28d'},Kent State University,M,True,True,Graduate Student,22.0,male,Digital Science,True,approved,True,True,False,[],True,{'$date': '2016-08-09T07:17:08.504Z'},
{'$oid': '57a98d4dd2589cb1597eb293'},Purdue University-Main Campus,L,True,True,Sophomore,19.0,female,Computer Science,True,approved,True,False,False,['Vegetarian'],False,{'$date': '2016-08-09T07:59:09.691Z'},False
{'$oid': '57a9a1d6d2589cb1597eb299'},University of Illinois at Urbana-Champaign,M,True,False,Senior,22.0,male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-09T09:26:46.194Z'},True
{'$oid': '57a9b37cd2589cb1597eb29d'},Liceo Tecnologico Scientifico Salesiani Don Bosco,L,True,False,Freshman,18.0,male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-09T10:42:04.959Z'},True
{'$oid': '57a9ca79d2589cb1597eb2a4'},Holton-Arms,S,True,False,High School,16.0,female,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-09T12:20:09.691Z'},True
{'$oid': '57a9cf9298b9bf5e5f36904e'},College of Southern Maryland,M,True,False,Freshman,18.0,other,Computer Science,True,approved,True,False,False,[],False,{'$date': '2016-08-09T12:41:54.767Z'},True
{'$oid': '57a9d4f898b9bf5e5f369052'},Case Western Reserve University,L,True,True,Senior,21.0,male,Computer Science,True,approved,True,False,False,['Vegetarian'],True,{'$date': '2016-08-09T13:04:56.271Z'},False
{'$oid': '57a9da8998b9bf5e5f369056'},Marshall High School,M,True,True,High School,15.0,male,IB Diploma,True,approved,False,False,False,"['Vegetarian', 'Other']",False,{'$date': '2016-08-09T13:28:41.265Z'},True
{'$oid': '57a9e21698b9bf5e5f36905a'},University of Illinois at Urbana-Champaign,M,True,False,Junior,20.0,male,Computer Engineering,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2016-08-09T14:00:54.471Z'},True
{'$oid': '57a9e8ad98b9bf5e5f36905e'},Kent State University at Kent,M,True,False,Senior,22.0,female,Computer Science and Visual Journalism,True,approved,False,False,False,[],True,{'$date': '2016-08-09T14:29:01.313Z'},
{'$oid': '57a9ec1c98b9bf5e5f369062'},Oakland University,M,True,False,Senior,22.0,male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-09T14:43:40.318Z'},
{'$oid': '57a9f14898b9bf5e5f369069'},Howard University,M,True,False,Junior,21.0,male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-09T15:05:44.079Z'},True
{'$oid': '57a9f26998b9bf5e5f36906f'},Purdue University-Main Campus,M,True,True,Freshman,17.0,female,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-09T15:10:33.134Z'},True
{'$oid': '57a9f9cc98b9bf5e5f369075'},University of California-Berkeley,M,True,False,Freshman,18.0,male,Bioengineering,True,approved,False,False,False,[],False,{'$date': '2016-08-09T15:42:04.145Z'},True
{'$oid': '57aa013098b9bf5e5f369079'},University of California-Los Angeles,M,True,False,Senior,23.0,male,computer science,True,approved,True,False,False,[],False,{'$date': '2016-08-09T16:13:36.406Z'},True
{'$oid': '57aa075998b9bf5e5f36907d'},Western University,S,True,False,Sophomore,19.0,male,Computer Science,True,approved,True,False,False,[],False,{'$date': '2016-08-09T16:39:53.399Z'},True
{'$oid': '57aa165f98b9bf5e5f369081'},Youngstown State University,L,True,False,Sophomore,23.0,male,Computer Science,True,approved,False,False,False,[],True,{'$date': '2016-08-09T17:43:59.677Z'},
{'$oid': '57aa1c1898b9bf5e5f369087'},University of British Columbia,S,True,False,Senior,20.0,male,Electrical Engineering,True,approved,False,False,False,[],False,{'$date': '2016-08-09T18:08:24.504Z'},True
{'$oid': '57aa1e5498b9bf5e5f36908f'},"VIT University, Vellore",M,True,False,Senior,20.0,male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-09T18:17:56.544Z'},True
{'$oid': '57aa230598b9bf5e5f369097'},Case Western Reserve University,S,True,True,Sophomore,19.0,male,Computer Science,True,approved,True,True,False,['Vegetarian'],True,{'$date': '2016-08-09T18:37:57.404Z'},False
{'$oid': '57aa26af98b9bf5e5f36909b'},Queen's University,L,True,False,Junior,21.0,other,Computer Science and Economics,True,approved,False,False,False,[],False,{'$date': '2016-08-09T18:53:35.744Z'},True
{'$oid': '57aa2aac98b9bf5e5f36909f'},Kent State University at Kent,M,True,True,Senior,21.0,male,computer science,True,approved,False,True,False,[],True,{'$date': '2016-08-09T19:10:36.808Z'},True
{'$oid': '57aa340e98b9bf5e5f3690a3'},Case Western Reserve University,S,True,False,Sophomore,18.0,male,Applied Math and Computer Science,True,approved,True,True,False,['Vegan'],True,{'$date': '2016-08-09T19:50:38.506Z'},True
{'$oid': '57aa372398b9bf5e5f3690a7'},University of Akron Main Campus,M,True,False,Freshman,18.0,male,Computer Engineering,True,approved,True,True,False,[],True,{'$date': '2016-08-09T20:03:47.743Z'},False
{'$oid': '57aa413798b9bf5e5f3690ab'},NBTHS,S,True,False,Junior,16.0,female,None,True,approved,False,False,False,[],False,{'$date': '2016-08-09T20:46:47.328Z'},
{'$oid': '57aa495598b9bf5e5f3690af'},Purdue University-Main Campus,L,True,False,Sophomore,19.0,male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-09T21:21:25.920Z'},True
{'$oid': '57aa4e9698b9bf5e5f3690b5'},Mcgill University,L,True,False,Junior,22.0,female,Software Engineering,True,approved,False,False,False,['Kosher'],False,{'$date': '2016-08-09T21:43:50.471Z'},True
{'$oid': '57aa585698b9bf5e5f3690c1'},Kent State University at Kent,L,True,True,Senior,26.0,male,Computer Science,True,approved,False,False,False,[],True,{'$date': '2016-08-09T22:25:26.077Z'},True
{'$oid': '57aa58a798b9bf5e5f3690c7'},University of Pittsburgh-Pittsburgh Campus,L,True,False,Sophomore,19.0,male,Computer Science,True,approved,True,True,False,[],True,{'$date': '2016-08-09T22:26:47.815Z'},True
{'$oid': '57aa597c98b9bf5e5f3690cb'},Purdue University-Main Campus,M,True,True,Sophomore,17.0,male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-09T22:30:20.554Z'},True
{'$oid': '57aa60a298b9bf5e5f3690d0'},Youngstown State University,M,True,False,Sophomore,25.0,male,Computer Science,True,approved,False,False,False,[],True,{'$date': '2016-08-09T23:00:50.044Z'},
{'$oid': '57aa654298b9bf5e5f3690d4'},Case Western Reserve University,L,True,False,Junior,20.0,male,Computer Science,True,approved,True,True,False,[],True,{'$date': '2016-08-09T23:20:34.138Z'},True
{'$oid': '57aa66d198b9bf5e5f3690d9'},University of Cincinnati-Main Campus,L,True,False,Junior,20.0,male,Computer Science,True,approved,True,False,False,[],True,{'$date': '2016-08-09T23:27:13.551Z'},
{'$oid': '57aa79ea98b9bf5e5f3690dd'},Ohio State University-Main Campus,L,True,False,Junior,20.0,male,Computer engineering,True,approved,True,True,False,[],True,{'$date': '2016-08-10T00:48:42.272Z'},
{'$oid': '57aa8630d6ac695063a0e664'},Rutgers University-New Brunswick,M,True,False,Graduate Student,22.0,male,"Mechanical Engineering, Computer Science, and Physics",True,approved,False,False,False,['Vegetarian'],False,{'$date': '2016-08-10T01:41:04.844Z'},True
{'$oid': '57aa991ad6ac695063a0e668'},Case Western Reserve University,L,True,True,Sophomore,20.0,male,Computer Science,True,approved,False,True,False,[],True,{'$date': '2016-08-10T03:01:46.395Z'},False
{'$oid': '57aa9d79d6ac695063a0e670'},Rutgers University-New Brunswick,XL,True,False,Freshman,18.0,male,Computer Science,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2016-08-10T03:20:25.773Z'},True
{'$oid': '57aa9f78d6ac695063a0e674'},UC Berkeley & TU Munich,M,True,False,Graduate Student,22.0,male,Computer Science and Technology Management,True,approved,False,False,False,[],False,{'$date': '2016-08-10T03:28:56.619Z'},True
{'$oid': '57aaa594acccfe46646e392b'},Purdue University-Main Campus,S,True,False,Sophomore,19.0,female,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-10T03:55:00.079Z'},
{'$oid': '57aaa5e1acccfe46646e392d'},Case Western Reserve University,M,True,False,Sophomore,19.0,male,Computer Science,True,approved,False,False,False,[],True,{'$date': '2016-08-10T03:56:17.761Z'},True
{'$oid': '57aaa679acccfe46646e392f'},The University of Texas at Dallas,S,True,False,Senior,20.0,male,Neuroscience,True,approved,False,False,False,['Other'],False,{'$date': '2016-08-10T03:58:49.260Z'},True
{'$oid': '57aab08aacccfe46646e3937'},Mississippi State University,S,True,True,Junior,22.0,female,Computer Science,True,approved,True,True,False,"['Gluten Free,Other']",False,{'$date': '2016-08-10T04:41:46.061Z'},True
{'$oid': '57aab0c4acccfe46646e3939'},Purdue University,M,True,False,Sophomore,19.0,female,Visual Communication Design,True,approved,False,False,False,[],False,{'$date': '2016-08-10T04:42:44.237Z'},True
{'$oid': '57aab695acccfe46646e393d'},Delhi Technological University,M,True,False,Junior,19.0,male,Software Engineering,True,approved,True,False,False,[],False,{'$date': '2016-08-10T05:07:33.112Z'},True
{'$oid': '57aababfacccfe46646e3942'},Duke University,M,True,False,Junior,19.0,male,Computer Science and Engineering,True,approved,False,False,False,[],False,{'$date': '2016-08-10T05:25:19.377Z'},
{'$oid': '57aabd68acccfe46646e3946'},Rochester Institute Of Technology,XL,True,False,Junior,20.0,male,Web and Mobile Computing,True,approved,False,False,False,[],False,{'$date': '2016-08-10T05:36:40.276Z'},True
{'$oid': '57aabf59acccfe46646e394c'},Tufts University,L,True,False,Freshman,18.0,male,Computer Science,True,approved,True,False,False,[],False,{'$date': '2016-08-10T05:44:57.370Z'},True
{'$oid': '57aaca9eacccfe46646e3954'},"Netaji Subhas Institue of Technology, Delhi, India",L,True,False,Senior,21.0,male,Information Technology,True,approved,True,False,False,[],False,{'$date': '2016-08-10T06:33:02.998Z'},True
{'$oid': '57aacbb5acccfe46646e3956'},California State University-Sacramento,M,True,False,Sophomore,18.0,male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-10T06:37:41.786Z'},True
{'$oid': '57aada49acccfe46646e395a'},Binghamton University,L,True,False,Sophomore,18.0,male,Computer Science and Physics,True,approved,True,False,False,[],False,{'$date': '2016-08-10T07:39:53.182Z'},True
{'$oid': '57aae3adacccfe46646e3960'},University of Washington-Seattle Campus,XL,True,False,Senior,21.0,male,Informatics,True,approved,False,False,False,[],False,{'$date': '2016-08-10T08:19:57.547Z'},True
{'$oid': '57aae883acccfe46646e3965'},Claremont McKenna College,M,True,False,Senior,21.0,male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-10T08:40:35.247Z'},True
{'$oid': '57ab0a40acccfe46646e396b'},Cornell University,L,True,False,Freshman,18.0,male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-10T11:04:32.860Z'},True
{'$oid': '57ab25f1acccfe46646e3972'},"Indian Institute of Technology, Guwahati",M,True,False,Senior,21.0,male,Design,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2016-08-10T13:02:41.310Z'},True
{'$oid': '57ab2610acccfe46646e3974'},Engineering National School Of Computer Science,L,True,True,Junior,21.0,male,Computer Science,True,approved,False,False,False,"['Vegetarian', 'Other']",False,{'$date': '2016-08-10T13:03:12.507Z'},True
{'$oid': '57ab3516adf2426d6ffedc75'},Youngstown State University,L,True,False,Freshman,18.0,male,Computer Information Systems,True,approved,True,True,False,[],True,{'$date': '2016-08-10T14:07:18.206Z'},True
{'$oid': '57ab3e4eadf2426d6ffedc79'},university of waterloo,S,True,False,Freshman,18.0,female,computer engineering,True,approved,False,False,False,[],False,{'$date': '2016-08-10T14:46:38.868Z'},True
{'$oid': '57ab40ecadf2426d6ffedc7d'},Thomas Jefferson High School for Science and Technology,M,True,False,High School,16.0,male,,True,approved,False,False,False,[],False,{'$date': '2016-08-10T14:57:48.185Z'},True
{'$oid': '57ab4960adf2426d6ffedc81'},Kent State University at Kent,XL,True,True,Senior,27.0,male,Computer Science,True,approved,True,False,False,['Other'],True,{'$date': '2016-08-10T15:33:52.504Z'},
{'$oid': '57ab54e6adf2426d6ffedc85'},Case Western Reserve University,M,True,True,Junior,20.0,male,Applied Mathematics,True,approved,True,False,False,[],True,{'$date': '2016-08-10T16:23:02.893Z'},
{'$oid': '57ab6de2adf2426d6ffedc89'},University of Maryland-College Park,M,True,True,Graduate Student,24.0,male,Chemical Engineering,True,approved,False,False,False,[],False,{'$date': '2016-08-10T18:09:38.830Z'},True
{'$oid': '57ab7aeeadf2426d6ffedc8d'},Embry-Riddle Aeronautical University-Daytona Beach,S,True,False,Junior,19.0,female,Aerospace Engineering,True,approved,True,False,False,[],False,{'$date': '2016-08-10T19:05:18.444Z'},True
{'$oid': '57ab84e738116b7775b100fd'},Kent State University at Kent,XL,True,False,Sophomore,19.0,male,Computer Science,True,approved,True,True,False,[],True,{'$date': '2016-08-10T19:47:51.239Z'},
{'$oid': '57ab8e6138116b7775b10101'},Aston University,L,True,False,Sophomore,19.0,male,Computer Science,True,approved,True,False,False,[],False,{'$date': '2016-08-10T20:28:17.304Z'},True
{'$oid': '57ab990638116b7775b10107'},Ohio State University-Main Campus,XL,True,False,Senior,26.0,female,Computer Science and Engineering,True,approved,True,True,False,"['Vegetarian,Other']",True,{'$date': '2016-08-10T21:13:42.245Z'},True
{'$oid': '57ab99b038116b7775b10109'},Oregon State University,S,True,False,Freshman,18.0,female,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-10T21:16:32.359Z'},True
{'$oid': '57aba7e538116b7775b1010f'},George Fox University,L,True,False,Junior,20.0,female,Studio Arts,True,approved,False,False,False,[],False,{'$date': '2016-08-10T22:17:09.158Z'},True
{'$oid': '57aba84a38116b7775b10111'},We Can Code It,L,True,False,Senior,31.0,male,Software Engineering,True,approved,True,True,False,[],False,{'$date': '2016-08-10T22:18:50.782Z'},
{'$oid': '57abaa2538116b7775b10115'},CUNY Bernard M Baruch College,M,True,,Junior,20.0,other,Computer Information System,True,approved,True,False,False,"['Vegetarian,Vegan']",False,{'$date': '2016-08-10T22:26:45.578Z'},True
{'$oid': '57abcadbedeefb43798f915d'},Salus University,M,True,False,Graduate Student,22.0,female,Optometry,True,approved,False,False,False,[],False,{'$date': '2016-08-11T00:46:19.465Z'},True
{'$oid': '57abe159edeefb43798f9160'},Case Western Reserve University,XL,True,False,Senior,26.0,male,Computer Science,True,approved,True,False,False,[],True,{'$date': '2016-08-11T02:22:17.353Z'},True
{'$oid': '57abe5ededeefb43798f9164'},Purdue University-Main Campus,M,True,True,Freshman,18.0,male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-11T02:41:49.413Z'},True
{'$oid': '57abe80dedeefb43798f916a'},St. Peter's Prep,S,True,False,Sophomore,15.0,male,High school,True,approved,True,False,False,[],False,{'$date': '2016-08-11T02:50:53.591Z'},True
{'$oid': '57ac029cedeefb43798f916e'},Case Western Reserve University,M,True,False,Sophomore,19.0,male,Computer/Electrical Engineering,True,approved,True,False,False,[],True,{'$date': '2016-08-11T04:44:12.101Z'},
{'$oid': '57ac7d27cb9c17cc08e2b7a0'},Ohio State University-Main Campus,XL,True,False,Freshman,18.0,male,Computer Science and Engineering,True,approved,True,True,False,[],True,{'$date': '2016-08-11T13:27:03.742Z'},True
{'$oid': '57acac75cb9c17cc08e2b7ab'},Purdue University-Main Campus,S,True,False,Sophomore,18.0,female,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-11T16:48:53.459Z'},
{'$oid': '57ad080dfb55a36911a987ce'},Rose-Hulman Institute of Technology,S,True,False,Freshman,18.0,female,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-11T23:19:41.077Z'},
{'$oid': '57ad0a6afb55a36911a987d2'},University of Central Florida,S,True,False,Senior,22.0,female,Computer Engineering,True,approved,False,False,False,[],False,{'$date': '2016-08-11T23:29:46.849Z'},True
{'$oid': '57ad109cfb55a36911a987d6'},University of Waterloo,S,True,False,Sophomore,19.0,female,Computer Engineering,True,approved,True,False,False,[],False,{'$date': '2016-08-11T23:56:12.642Z'},True
{'$oid': '57ad703bee85db4716bbb9ed'},UCLA,S,True,False,Junior,20.0,female,Statistics,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2016-08-12T06:44:11.674Z'},True
{'$oid': '57ad8b73ee85db4716bbb9f1'},Purdue University-Main Campus,M,True,False,Sophomore,19.0,male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-12T08:40:19.013Z'},True
{'$oid': '57adf4efee85db4716bbba09'},Kent State University at Stark,M,True,True,Junior,20.0,female,Psychology,True,approved,False,False,False,[],True,{'$date': '2016-08-12T16:10:23.351Z'},
{'$oid': '57ae4347ee85db4716bbba0f'},George Mason University,M,True,False,Sophomore,19.0,male,Cyber Security Engineering,True,approved,False,False,False,[],False,{'$date': '2016-08-12T21:44:39.358Z'},
{'$oid': '57ae5d67387814872aa78070'},Kent State University at Kent,M,True,False,Junior,20.0,male,Psychology,True,approved,True,False,False,[],True,{'$date': '2016-08-12T23:36:07.507Z'},
{'$oid': '57ae7af3387814872aa78074'},Carnegie Mellon University,M,True,False,Junior,19.0,male,Electrical & Computer Engineering,True,approved,False,False,False,[],True,{'$date': '2016-08-13T01:42:11.268Z'},True
{'$oid': '57ae845f387814872aa78078'},University of Pittsburgh-Pittsburgh Campus,M,True,False,Sophomore,20.0,male,Computer Science & Mathematics,True,approved,False,False,False,[],True,{'$date': '2016-08-13T02:22:23.939Z'},True
{'$oid': '57ae87a7387814872aa7807c'},Carnegie Mellon University,S,True,False,Senior,21.0,male,Mathematics and Economics,True,approved,True,False,False,[],True,{'$date': '2016-08-13T02:36:23.259Z'},
{'$oid': '57ae8fda387814872aa78080'},University of Pittsburgh-Pittsburgh Campus,L,True,False,Sophomore,20.0,male,Computer Science,True,approved,True,False,False,[],True,{'$date': '2016-08-13T03:11:22.839Z'},
{'$oid': '57aebbc7387814872aa78086'},University of Pittsburgh-Pittsburgh Campus,XL,True,False,Sophomore,19.0,male,Computer Science,True,approved,False,False,False,[],True,{'$date': '2016-08-13T06:18:47.254Z'},True
{'$oid': '57af59bf9359ba61386aaa0c'},University of Western Ontario,S,True,False,Senior,21.0,male,Biochemistry and Computer Science,True,approved,False,False,False,['Gluten Free'],False,{'$date': '2016-08-13T17:32:47.380Z'},True
{'$oid': '57af628d9359ba61386aaa0e'},Case Western Reserve University,M,True,False,Sophomore,19.0,male,Computer Engineering,True,approved,False,False,False,[],True,{'$date': '2016-08-13T18:10:21.544Z'},True
{'$oid': '57afa7f8ac6d824039d9cefe'},Case Western Reserve University,M,True,False,Junior,20.0,male,Computer Science,True,approved,False,False,False,[],True,{'$date': '2016-08-13T23:06:32.464Z'},
{'$oid': '57b01e65ac6d824039d9cf04'},Kent State University at Kent,M,True,True,Senior,22.0,other,International Relations,True,approved,False,True,False,[],True,{'$date': '2016-08-14T07:31:49.641Z'},
{'$oid': '57b07548ac6d824039d9cf06'},University of Waterloo,L,True,False,Sophomore,18.0,male,Software Engineering,True,approved,True,False,False,[],False,{'$date': '2016-08-14T13:42:32.911Z'},
{'$oid': '57b1091b3f7520844cfa498c'},University of Southern California,M,True,True,Graduate Student,23.0,male,Computer Science,True,approved,True,False,False,[],False,{'$date': '2016-08-15T00:13:15.834Z'},True
{'$oid': '57b15cf0da72f0c853b2031c'},Ohio State University-Main Campus,S,True,False,Senior,21.0,male,Computer Science and Engineering,True,approved,False,False,False,[],True,{'$date': '2016-08-15T06:10:56.620Z'},
{'$oid': '57b1baef3eec98a05a4bba55'},University of Texas at El Paso,M,True,True,Freshman,18.0,male,Physics,True,approved,True,False,False,[],False,{'$date': '2016-08-15T12:51:59.494Z'},True
{'$oid': '57b1cc963eec98a05a4bba59'},New York University,L,True,False,Senior,19.0,female,Computer Engineering,True,approved,False,False,False,[],False,{'$date': '2016-08-15T14:07:18.695Z'},True
{'$oid': '57b20ad63eec98a05a4bba5d'},Miami University-Oxford,S,True,False,Senior,21.0,male,Computer Science,True,approved,True,False,False,[],True,{'$date': '2016-08-15T18:32:54.754Z'},True
{'$oid': '57b20c9f3eec98a05a4bba61'},Washington-Lee High School,S,True,False,High School,16.0,female,everything,True,approved,False,False,False,[],False,{'$date': '2016-08-15T18:40:31.460Z'},True
{'$oid': '57b27ca1be66d6ce66219d6b'},Kent State University,M,True,True,Graduate Student,23.0,male,Digital Sciences,True,approved,True,False,False,[],True,{'$date': '2016-08-16T02:38:25.382Z'},
{'$oid': '57b2e0f71d138de36aea8a51'},Bowling Green State University-Main Campus,XXL,True,False,Senior,22.0,male,Computer Science,True,approved,True,False,False,"['Other,Vegetarian']",True,{'$date': '2016-08-16T09:46:31.133Z'},True
{'$oid': '57b2ecce1d138de36aea8a55'},Purdue University-Main Campus,M,True,False,Sophomore,19.0,male,Computer Science,True,approved,True,False,False,[],False,{'$date': '2016-08-16T10:37:02.140Z'},True
{'$oid': '57b3453cc09f664375b9296f'},University of California-Merced,M,True,False,Senior,19.0,male,Computer Science and Engineering,True,approved,False,False,False,[],False,{'$date': '2016-08-16T16:54:20.557Z'},True
{'$oid': '57b34953c09f664375b92973'},Northeastern University,S,True,False,Sophomore,18.0,female,Computer Science,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2016-08-16T17:11:47.854Z'},
{'$oid': '57b3503ac09f664375b92977'},University of Waterloo,M,True,False,Junior,21.0,male,Systems Design Engineering,True,approved,True,False,False,[],False,{'$date': '2016-08-16T17:41:14.488Z'},True
{'$oid': '57b356c3c09f664375b9297e'},UC Berkeley,M,True,False,Senior,20.0,female,Cognitive Science and Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-16T18:09:07.391Z'},True
{'$oid': '57b3606cc09f664375b92984'},Michigan State University,XL,True,False,Senior,20.0,male,Computer Science Engineering,True,approved,False,False,False,[],False,{'$date': '2016-08-16T18:50:20.864Z'},True
{'$oid': '57b38eccc09f664375b92988'},B Reed Henderson High School,M,True,False,Senior,17.0,male,Computer Engineering,True,approved,False,False,False,[],False,{'$date': '2016-08-16T22:08:12.111Z'},True
{'$oid': '57b3b911c09f664375b9298c'},Illinois Institute of Technology,L,True,False,Junior,20.0,male,Computer Engineering,True,approved,False,False,False,[],False,{'$date': '2016-08-17T01:08:33.742Z'},True
{'$oid': '57b3d897c09f664375b9298e'},Kent State University at Kent,M,True,True,Senior,23.0,male,Computer Science,True,approved,True,True,False,[],True,{'$date': '2016-08-17T03:23:03.786Z'},
{'$oid': '57b3ea10c09f664375b92992'},Case Western Reserve University,S,True,True,Sophomore,19.0,male,Computer Science and Economics,True,approved,True,True,False,[],True,{'$date': '2016-08-17T04:37:36.689Z'},
{'$oid': '57b46effc09f664375b92996'},University of Waterloo,XL,True,True,Freshman,18.0,male,Computer Science,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2016-08-17T14:04:47.265Z'},True
